Date,Price
1999-01-22,0.0376117080450058
1999-01-25,0.041552066802978516
1999-01-26,0.038327887654304504
1999-01-27,0.03820867836475372
1999-01-28,0.03808854892849922
1999-01-29,0.036297645419836044
1999-02-01,0.037014733999967575
1999-02-02,0.034149110317230225
1999-02-03,0.03486529365181923
1999-02-04,0.03677539527416229
1999-02-05,0.03785013407468796
1999-02-08,0.03653697296977043
1999-02-09,0.035103701055049896
1999-02-10,0.03474608436226845
1999-02-11,0.03773090988397598
1999-02-12,0.03988036885857582
1999-02-16,0.040118783712387085
1999-02-17,0.03796933591365814
1999-02-18,0.03856629878282547
1999-02-19,0.03988036885857582
1999-02-22,0.040118783712387085
1999-02-23,0.04202890396118164
1999-02-24,0.045372284948825836
1999-02-25,0.043939925730228424
1999-02-26,0.041909683495759964
1999-03-01,0.04214904084801674
1999-03-02,0.04179048165678978
1999-03-03,0.03892485052347183
1999-03-04,0.03808854892849922
1999-03-05,0.04023800790309906
1999-03-08,0.04083497077226639
1999-03-09,0.04214904084801674
1999-03-10,0.04143194109201431
1999-03-11,0.039641037583351135
1999-03-12,0.03892485052347183
1999-03-15,0.040596552193164825
1999-03-16,0.03928340598940849
1999-03-17,0.03952182084321976
1999-03-18,0.0399995818734169
1999-03-19,0.040118783712387085
1999-03-22,0.03892485052347183
1999-03-23,0.03653697296977043
1999-03-24,0.036297645419836044
1999-03-25,0.03677539527416229
1999-03-26,0.0399995818734169
1999-03-29,0.04119351506233215
1999-03-30,0.03773090988397598
1999-03-31,0.040357206016778946
1999-04-01,0.03916327655315399
1999-04-05,0.03796933591365814
1999-04-06,0.037014733999967575
1999-04-07,0.040118783712387085
1999-04-08,0.04083497077226639
1999-04-09,0.040118783712387085
1999-04-12,0.038447100669145584
1999-04-13,0.036894604563713074
1999-04-14,0.03582081198692322
1999-04-15,0.03677539527416229
1999-04-16,0.03796933591365814
1999-04-19,0.036297645419836044
1999-04-20,0.03558146953582764
1999-04-21,0.03617843613028526
1999-04-22,0.03462594747543335
1999-04-23,0.032955169677734375
1999-04-26,0.03128349035978317
1999-04-27,0.03462594747543335
1999-04-28,0.034387532621622086
1999-04-29,0.034387532621622086
1999-04-30,0.03486529365181923
1999-05-03,0.035103701055049896
1999-05-04,0.033193595707416534
1999-05-05,0.033909767866134644
1999-05-06,0.03325321525335312
1999-05-07,0.0334320142865181
1999-05-10,0.0334320142865181
1999-05-11,0.03522292152047157
1999-05-12,0.036297645419836044
1999-05-13,0.036297645419836044
1999-05-14,0.034387532621622086
1999-05-17,0.036059215664863586
1999-05-18,0.03773090988397598
1999-05-19,0.036059215664863586
1999-05-20,0.033193595707416534
1999-05-21,0.032477423548698425
1999-05-24,0.03235730156302452
1999-05-25,0.03259663283824921
1999-05-26,0.032477423548698425
1999-05-27,0.032238081097602844
1999-05-28,0.03259663283824921
1999-06-01,0.03271583840250969
1999-06-02,0.031521912664175034
1999-06-03,0.03235730156302452
1999-06-04,0.03259663283824921
1999-06-07,0.032955169677734375
1999-06-08,0.033790577203035355
1999-06-09,0.034387532621622086
1999-06-10,0.034506745636463165
1999-06-11,0.033790577203035355
1999-06-14,0.032477423548698425
1999-06-15,0.032477423548698425
1999-06-16,0.0334320142865181
1999-06-17,0.032477423548698425
1999-06-18,0.03128349035978317
1999-06-21,0.032955169677734375
1999-06-22,0.03235730156302452
1999-06-23,0.032955169677734375
1999-06-24,0.032238081097602844
1999-06-25,0.03271583840250969
1999-06-28,0.033193595707416534
1999-06-29,0.03355215862393379
1999-06-30,0.03653697296977043
1999-07-01,0.03462594747543335
1999-07-02,0.03713395074009895
1999-07-06,0.03725314885377884
1999-07-07,0.03653697296977043
1999-07-08,0.037372369319200516
1999-07-09,0.04053693637251854
1999-07-12,0.04238744452595711
1999-07-13,0.04250665754079819
1999-07-14,0.04083497077226639
1999-07-15,0.04107430949807167
1999-07-16,0.041909683495759964
1999-07-19,0.04083497077226639
1999-07-20,0.040118783712387085
1999-07-21,0.03892485052347183
1999-07-22,0.03713395074009895
1999-07-23,0.03713395074009895
1999-07-26,0.03725314885377884
1999-07-27,0.037372369319200516
1999-07-28,0.03796933591365814
1999-07-29,0.038327887654304504
1999-07-30,0.038447100669145584
1999-08-02,0.038805652409791946
1999-08-03,0.03785013407468796
1999-08-04,0.03785013407468796
1999-08-05,0.038447100669145584
1999-08-06,0.038447100669145584
1999-08-09,0.038447100669145584
1999-08-10,0.03916327655315399
1999-08-11,0.04179048165678978
1999-08-12,0.043819788843393326
1999-08-13,0.0433429591357708
1999-08-16,0.0416712649166584
1999-08-17,0.04179048165678978
1999-08-18,0.04274599626660347
1999-08-19,0.05181972682476044
1999-08-20,0.05134287476539612
1999-08-23,0.04823790863156319
1999-08-24,0.04799950122833252
1999-08-25,0.04776015877723694
1999-08-26,0.04704397916793823
1999-08-27,0.04967116564512253
1999-08-30,0.04949144273996353
1999-08-31,0.05373074486851692
1999-09-01,0.05122276023030281
1999-09-02,0.05062579736113548
1999-09-03,0.05098433420062065
1999-09-07,0.05074591189622879
1999-09-08,0.05062579736113548
1999-09-09,0.04990963265299797
1999-09-10,0.05062579736113548
1999-09-13,0.04895409569144249
1999-09-14,0.04752175137400627
1999-09-15,0.047880277037620544
1999-09-16,0.04668542742729187
1999-09-17,0.04656621068716049
1999-09-20,0.044894520193338394
1999-09-21,0.040596552193164825
1999-09-22,0.041552066802978516
1999-09-23,0.03808854892849922
1999-09-24,0.03462594747543335
1999-09-27,0.03677539527416229
1999-09-28,0.040118783712387085
1999-09-29,0.036894604563713074
1999-09-30,0.03677539527416229
1999-10-01,0.03653697296977043
1999-10-04,0.03725314885377884
1999-10-05,0.04083497077226639
1999-10-06,0.0457308255136013
1999-10-07,0.04274599626660347
1999-10-08,0.044894520193338394
1999-10-11,0.04370059072971344
1999-10-12,0.04310363531112671
1999-10-13,0.041909683495759964
1999-10-14,0.04107430949807167
1999-10-15,0.04083497077226639
1999-10-18,0.03868642821907997
1999-10-19,0.03713395074009895
1999-10-20,0.038447100669145584
1999-10-21,0.04023800790309906
1999-10-22,0.04119351506233215
1999-10-25,0.03916327655315399
1999-10-26,0.042984411120414734
1999-10-27,0.04107430949807167
1999-10-28,0.03916327655315399
1999-10-29,0.04226824641227722
1999-11-01,0.044894520193338394
1999-11-02,0.04776015877723694
1999-11-03,0.052416685968637466
1999-11-04,0.05576007068157196
1999-11-05,0.05396916717290878
1999-11-08,0.055521659553050995
1999-11-09,0.05468533933162689
1999-11-10,0.05420850217342377
1999-11-11,0.05802871659398079
1999-11-12,0.06113368645310402
1999-11-15,0.059939756989479065
1999-11-16,0.06567102670669556
1999-11-17,0.06817807257175446
1999-11-18,0.06841650605201721
1999-11-19,0.08190926909446716
1999-11-22,0.0817900151014328
1999-11-23,0.07593956589698792
1999-11-24,0.07355079054832458
1999-11-26,0.07307394593954086
1999-11-29,0.07044676691293716
1999-11-30,0.06614787876605988
1999-12-01,0.06949124485254288
1999-12-02,0.07462553679943085
1999-12-03,0.07283462584018707
1999-12-06,0.07486487179994583
1999-12-07,0.07235687226057053
1999-12-08,0.07558106631040573
1999-12-09,0.07331237196922302
1999-12-10,0.07247606664896011
1999-12-13,0.07223767042160034
1999-12-14,0.0710437223315239
1999-12-15,0.06877506524324417
1999-12-16,0.06829729676246643
1999-12-17,0.07187912613153458
1999-12-20,0.07784970104694366
1999-12-21,0.08119310438632965
1999-12-22,0.08310319483280182
1999-12-23,0.08859603106975555
1999-12-27,0.08525265008211136
1999-12-28,0.08501331508159637
1999-12-29,0.08787893503904343
1999-12-30,0.08859603106975555
1999-12-31,0.0896698385477066
2000-01-03,0.08943142741918564
2000-01-04,0.08704353123903275
2000-01-05,0.08417795598506927
2000-01-06,0.07868512719869614
2000-01-07,0.0799991637468338
2000-01-10,0.08262547105550766
2000-01-11,0.07928207516670227
2000-01-12,0.07725274562835693
2000-01-13,0.08047601580619812
2000-01-14,0.0839385837316513
2000-01-18,0.08752129971981049
2000-01-19,0.08668498694896698
2000-01-20,0.08644659072160721
2000-01-21,0.08549107611179352
2000-01-24,0.081670843064785
2000-01-25,0.08095374703407288
2000-01-26,0.07761037349700928
2000-01-27,0.07355079054832458
2000-01-28,0.07140225917100906
2000-01-31,0.07080531120300293
2000-02-01,0.07247606664896011
2000-02-02,0.07450629770755768
2000-02-03,0.07570026814937592
2000-02-04,0.0774911567568779
2000-02-07,0.07271541655063629
2000-02-08,0.07617799937725067
2000-02-09,0.07808812707662582
2000-02-10,0.09408795833587646
2000-02-11,0.0955212265253067
2000-02-14,0.11080397665500641
2000-02-15,0.10650597512722015
2000-02-16,0.11140092462301254
2000-02-17,0.11534126102924347
2000-02-18,0.12871481478214264
2000-02-22,0.12513209879398346
2000-02-23,0.1258491575717926
2000-02-24,0.12465523928403854
2000-02-25,0.11689376831054688
2000-02-28,0.11605838686227798
2000-02-29,0.12226645648479462
2000-03-01,0.11868467926979065
2000-03-02,0.11068476736545563
2000-03-03,0.1124756783246994
2000-03-06,0.1117594763636589
2000-03-07,0.15916204452514648
2000-03-08,0.16047513484954834
2000-03-09,0.19160914421081543
2000-03-10,0.22542902827262878
2000-03-13,0.2851303815841675
2000-03-14,0.21038475632667542
2000-03-15,0.20178787410259247
2000-03-16,0.17990727722644806
2000-03-17,0.19080312550067902
2000-03-20,0.19068391621112823
2000-03-21,0.18125073611736298
2000-03-22,0.18256482481956482
2000-03-23,0.18578805029392242
2000-03-24,0.1780274510383606
2000-03-27,0.16632559895515442
2000-03-28,0.15390844643115997
2000-03-29,0.14375919103622437
2000-03-30,0.1429228037595749
2000-03-31,0.16140034794807434
2000-04-03,0.14877426624298096
2000-04-04,0.14328140020370483
2000-04-05,0.17516179382801056
2000-04-06,0.18328094482421875
2000-04-07,0.19593733549118042
2000-04-10,0.17862442135810852
2000-04-11,0.16799725592136383
2000-04-12,0.15056517720222473
2000-04-13,0.14411671459674835
2000-04-14,0.13143102824687958
2000-04-17,0.13814707100391388
2000-04-18,0.16262459754943848
2000-04-19,0.15486307442188263
2000-04-20,0.15402774512767792
2000-04-24,0.14638543128967285
2000-04-25,0.16238528490066528
2000-04-26,0.1607135534286499
2000-04-27,0.17384786903858185
2000-04-28,0.17026597261428833
2000-05-01,0.17575880885124207
2000-05-02,0.1689527928829193
2000-05-03,0.16620638966560364
2000-05-04,0.1682366579771042
2000-05-05,0.17599722743034363
2000-05-08,0.16954977810382843
2000-05-09,0.16716192662715912
2000-05-10,0.15068435668945312
2000-05-11,0.15713177621364594
2000-05-12,0.15235599875450134
2000-05-15,0.16286303102970123
2000-05-16,0.17957903444766998
2000-05-17,0.21110089123249054
2000-05-18,0.19677281379699707
2000-05-19,0.19510109722614288
2000-05-22,0.20775842666625977
2000-05-23,0.20608675479888916
